sentence_id,source,reference
ABC.train.gold.bea19_025306,"There are some reasons why people leave shop in a bad mood , or even do n't want to get in them .","There are some reasons why people leave shops in a bad mood , or even do n't want to go into them ."
ABC.train.gold.bea19_025307,Shopping is not always enjoyable .,Shopping is not always enjoyable .
ABC.train.gold.bea19_025308,"For some people , shopping is one of their obligations .","For some people , shopping is one of their obligations ."
ABC.train.gold.bea19_025309,For others it is overall a pleasant experience they can not enjoy as much as they would like .,"For others , it is overall a pleasant experience they can not enjoy as much as they would like ."
ABC.train.gold.bea19_025310,"Firstly , shopping may be uncomfortable , because more often than not we can hear there tiring music , saleswomen can be too intrusive and the queue usually are very long .","Firstly , shopping may be uncomfortable , because more often than not we can hear tiring music there , saleswomen can be too intrusive and the queues are usually very long ."
ABC.train.gold.bea19_025311,"Sometimes women go to the store , just to watch the new stuff , to look around and questions asked by sellers make us angry .","Sometimes women go to the store just to look at the new stuff , to look around , and questions asked by salespeople make us angry ."
ABC.train.gold.bea19_025312,"In addition , shopping is also a problem for men .","In addition , shopping is also a problem for men ."
ABC.train.gold.bea19_025313,"It is said that the man , who go shopping more than one hour is angry and tired .",It is said that the man who goes shopping for more than one hour is angry and tired .
ABC.train.gold.bea19_025314,"Sometimes it is also a trouble for women , who want to go shopping with her partner .",Sometimes it is also a problem for women who want to go shopping with their partner .
ABC.train.gold.bea19_025315,"To sum up , doing shopping is inevitable , so we can make everyday shopping more enjoyable .","To sum up , doing shopping is unavoidable , so we can make everyday shopping more enjoyable ."
ABC.train.gold.bea19_025316,"For exapmle , we can take at least one family member with us .","For example , we can take at least one family member with us ."
ABC.train.gold.bea19_025317,"This is a great opportunity to spend some quality time together , exchange ideas and opinions ; opt for evening shopping , specifically about half an hour before the stores close if you want to avoid big crowds ; if possible , choose only one store for your everyday shopping .","This is a great opportunity to spend some quality time together , exchange ideas and opinions ; opt for evening shopping , specifically about half an hour before the stores close if you want to avoid big crowds ; if possible , choose only one store for your everyday shopping ."
