condition,role,sent_idx,source_sentence,o_start,o_end,error_type,correction,required
fewshot,gold,145,Three Suggestions to be Doctor,4,4,M:DET,a,REQUIRED
fewshot,gold,146,in my opinion the television can entertain as can educate people on different ways .,0,1,R:ORTH,In,REQUIRED
fewshot,gold,146,in my opinion the television can entertain as can educate people on different ways .,3,4,R:OTHER,",",REQUIRED
fewshot,gold,146,in my opinion the television can entertain as can educate people on different ways .,7,8,R:OTHER,and,REQUIRED
fewshot,gold,146,in my opinion the television can entertain as can educate people on different ways .,8,8,M:PRON,it,REQUIRED
fewshot,gold,146,in my opinion the television can entertain as can educate people on different ways .,11,12,R:PREP,in,REQUIRED
fewshot,gold,148,I was too angre because I was finishing the puzzles and five pieces were missing so I began to search the whole house for the five pieces but did n't find it .,2,3,R:ADV,so,REQUIRED
fewshot,gold,148,I was too angre because I was finishing the puzzles and five pieces were missing so I began to search the whole house for the five pieces but did n't find it .,3,4,R:SPELL,angry,REQUIRED
fewshot,gold,148,I was too angre because I was finishing the puzzles and five pieces were missing so I began to search the whole house for the five pieces but did n't find it .,4,4,M:PUNCT,",",REQUIRED
fewshot,gold,148,I was too angre because I was finishing the puzzles and five pieces were missing so I began to search the whole house for the five pieces but did n't find it .,9,10,R:NOUN:NUM,puzzle,REQUIRED
fewshot,gold,148,I was too angre because I was finishing the puzzles and five pieces were missing so I began to search the whole house for the five pieces but did n't find it .,15,16,M:PUNCT,. So,REQUIRED
fewshot,gold,148,I was too angre because I was finishing the puzzles and five pieces were missing so I began to search the whole house for the five pieces but did n't find it .,31,32,R:PRON,them,REQUIRED
fewshot,gold,150,"The video game Counter Strike is a good game for the computer , I think that play it is a good way to enjoy .",12,13,R:PUNCT,.,REQUIRED
fewshot,gold,150,"The video game Counter Strike is a good game for the computer , I think that play it is a good way to enjoy .",16,17,R:VERB:FORM,playing,REQUIRED
fewshot,gold,150,"The video game Counter Strike is a good game for the computer , I think that play it is a good way to enjoy .",24,24,M:PRON,yourself,REQUIRED
fewshot,gold,152,Impregnation as a result of sexual abuse is not uncommon and in these cases abortion should be a choice .,0,1,R:NOUN,Conception,REQUIRED
fewshot,gold,152,Impregnation as a result of sexual abuse is not uncommon and in these cases abortion should be a choice .,11,11,M:PUNCT,",",REQUIRED
fewshot,gold,152,Impregnation as a result of sexual abuse is not uncommon and in these cases abortion should be a choice .,14,14,M:PUNCT,",",REQUIRED
fewshot,gold,153,It had been fun day out but unfortunately he had to be home in the time for bed .,3,3,M:DET,a,REQUIRED
fewshot,gold,153,It had been fun day out but unfortunately he had to be home in the time for bed .,6,6,M:PUNCT,",",REQUIRED
fewshot,gold,153,It had been fun day out but unfortunately he had to be home in the time for bed .,14,15,U:DET,,REQUIRED
fewshot,gold,154,Nowadays all of what we need is a full charged smart phone with the Google Map application .,1,1,M:PUNCT,",",REQUIRED
fewshot,gold,154,Nowadays all of what we need is a full charged smart phone with the Google Map application .,2,4,U:OTHER,,REQUIRED
fewshot,gold,154,Nowadays all of what we need is a full charged smart phone with the Google Map application .,8,9,R:MORPH,fully,REQUIRED
fewshot,gold,154,Nowadays all of what we need is a full charged smart phone with the Google Map application .,10,12,R:ORTH,smartphone,REQUIRED
fewshot,gold,155,"You have always wanted to be policewoman ( unless you have recently changed your opinion ) so you must be very fit since you need to pass the physical tests , which are very demanding , according to my mother .",6,6,M:DET,a,REQUIRED
fewshot,gold,155,"You have always wanted to be policewoman ( unless you have recently changed your opinion ) so you must be very fit since you need to pass the physical tests , which are very demanding , according to my mother .",14,15,R:NOUN,mind,REQUIRED
fewshot,gold,155,"You have always wanted to be policewoman ( unless you have recently changed your opinion ) so you must be very fit since you need to pass the physical tests , which are very demanding , according to my mother .",22,22,M:PUNCT,",",REQUIRED
fewshot,gold,156,They may say that having excellent knowledge or a field of study is the way to success in school or work .,7,8,R:SPELL,of,REQUIRED
fewshot,gold,156,They may say that having excellent knowledge or a field of study is the way to success in school or work .,16,17,R:MORPH,succeed,REQUIRED
fewshot,gold,157,"Anyway , the man was wearing an orange costume , he was surprisingly tall and slim and he was completely bald except for a long black ponytail coming out from the head .",29,30,R:PREP,of,REQUIRED
fewshot,gold,157,"Anyway , the man was wearing an orange costume , he was surprisingly tall and slim and he was completely bald except for a long black ponytail coming out from the head .",30,31,R:DET,his,REQUIRED
fewshot,gold,159,Have you ever thought why we need sports ?,3,4,R:VERB,wondered,REQUIRED
fewshot,gold,161,It was while I was coming in and out from the kitchen I found my niece standing on a side of the table eating ham .,12,12,M:DET,that,REQUIRED
fewshot,gold,161,It was while I was coming in and out from the kitchen I found my niece standing on a side of the table eating ham .,17,18,R:PREP,at,REQUIRED
fewshot,gold,161,It was while I was coming in and out from the kitchen I found my niece standing on a side of the table eating ham .,18,19,R:DET,the,REQUIRED
fewshot,gold,162,"First , I showed you what is sexual harassment .",6,9,R:WO,sexual harassment is,REQUIRED
fewshot,gold,163,"If I were you I would pick up the one in the avenue , because of the facilities",4,4,M:PUNCT,",",REQUIRED
fewshot,gold,163,"If I were you I would pick up the one in the avenue , because of the facilities",6,8,R:VERB,join,REQUIRED
fewshot,gold,164,"In conclusion , I feel that not only the ground for the low level of fitness of today 's youth , but also the clue to get youngsters fitter , lies in the modernity .",9,10,R:NOUN,reason,REQUIRED
fewshot,gold,164,"In conclusion , I feel that not only the ground for the low level of fitness of today 's youth , but also the clue to get youngsters fitter , lies in the modernity .",26,27,R:VERB:FORM,getting,REQUIRED
fewshot,gold,164,"In conclusion , I feel that not only the ground for the low level of fitness of today 's youth , but also the clue to get youngsters fitter , lies in the modernity .",32,33,U:DET,,REQUIRED
fewshot,gold,166,"our address is 12st , Arizona , united state .",0,1,R:ORTH,Our,REQUIRED
fewshot,gold,166,"our address is 12st , Arizona , united state .",7,8,R:ORTH,United,REQUIRED
fewshot,gold,166,"our address is 12st , Arizona , united state .",8,9,R:MORPH,States,REQUIRED
fewshot,gold,166,"our address is 12st , Arizona , united state .",9,9,M:PREP,of,REQUIRED
fewshot,gold,166,"our address is 12st , Arizona , united state .",9,9,M:NOUN,America,REQUIRED
fewshot,gold,167,to : miss analia,2,4,R:ORTH,Miss Analia,REQUIRED
fewshot,gold,168,"On the one hand , I think that the most significant is societal problems because they cause other problems including environmental one .",19,19,M:PUNCT,",",REQUIRED
fewshot,gold,168,"On the one hand , I think that the most significant is societal problems because they cause other problems including environmental one .",21,22,R:SPELL,ones,REQUIRED
fewshot,gold,169,I have read the advertisement and I promise you that I am the perfect for this post .,12,13,U:DET,,REQUIRED
fewshot,gold,174,He started walking very quickly,5,5,M:PUNCT,.,REQUIRED
fewshot,gold,175,"Peter gets a fast lunch in ten minutes , other two minutes for finding the bike and putting the dog on the basket ; at the office of the veterinary three people wait , so Peter is forced to wait .",1,2,R:VERB,had,REQUIRED
fewshot,gold,175,"Peter gets a fast lunch in ten minutes , other two minutes for finding the bike and putting the dog on the basket ; at the office of the veterinary three people wait , so Peter is forced to wait .",3,4,R:ADJ,quick,REQUIRED
fewshot,gold,175,"Peter gets a fast lunch in ten minutes , other two minutes for finding the bike and putting the dog on the basket ; at the office of the veterinary three people wait , so Peter is forced to wait .",9,9,M:VERB,spent,REQUIRED
fewshot,gold,175,"Peter gets a fast lunch in ten minutes , other two minutes for finding the bike and putting the dog on the basket ; at the office of the veterinary three people wait , so Peter is forced to wait .",9,10,R:DET,another,REQUIRED
fewshot,gold,175,"Peter gets a fast lunch in ten minutes , other two minutes for finding the bike and putting the dog on the basket ; at the office of the veterinary three people wait , so Peter is forced to wait .",12,13,U:PREP,,REQUIRED
fewshot,gold,175,"Peter gets a fast lunch in ten minutes , other two minutes for finding the bike and putting the dog on the basket ; at the office of the veterinary three people wait , so Peter is forced to wait .",20,21,R:PREP,in,REQUIRED
fewshot,gold,175,"Peter gets a fast lunch in ten minutes , other two minutes for finding the bike and putting the dog on the basket ; at the office of the veterinary three people wait , so Peter is forced to wait .",26,27,R:NOUN,vet,REQUIRED
fewshot,gold,175,"Peter gets a fast lunch in ten minutes , other two minutes for finding the bike and putting the dog on the basket ; at the office of the veterinary three people wait , so Peter is forced to wait .",27,29,R:OTHER,'s,REQUIRED
fewshot,gold,175,"Peter gets a fast lunch in ten minutes , other two minutes for finding the bike and putting the dog on the basket ; at the office of the veterinary three people wait , so Peter is forced to wait .",29,30,R:OTHER,"surgery ,",REQUIRED
fewshot,gold,175,"Peter gets a fast lunch in ten minutes , other two minutes for finding the bike and putting the dog on the basket ; at the office of the veterinary three people wait , so Peter is forced to wait .",32,33,R:VERB:TENSE,were waiting,REQUIRED
fewshot,gold,175,"Peter gets a fast lunch in ten minutes , other two minutes for finding the bike and putting the dog on the basket ; at the office of the veterinary three people wait , so Peter is forced to wait .",36,37,R:VERB:TENSE,was,REQUIRED
fewshot,gold,176,"I was really surprised and happy , I would never have thought !",6,7,R:PUNCT,.,REQUIRED
fewshot,gold,176,"I was really surprised and happy , I would never have thought !",12,12,M:OTHER,that could happen,REQUIRED
fewshot,gold,177,I would also recommend to stretch after every work out to avoid any kind of muscular pain .,4,5,U:VERB:FORM,,REQUIRED
